Zespół zgłaszający potrzebę,Projekt,Cel biznesowy,KPI,Opis,Korzyść dla Banku/Obszaru/Zespołu,TAI - refined_zadania,TAI - tagi,TAI - uwagi,TAI - tok myslenia,dodatkowe,NUMER ,NAZWA - PROJEKT,KPI_BC,TYP (BIZNES/PROCES/KONTROLA),WHISPER/NEXIDIA,PRIORYTET,PROBLEM ,TAI-uwagi,TAI-tagi,TAI-refined zadania,OPIS- CO BADAMY ,KORZYŚCIE DLA BANKU/OBSZARU/ZESPOŁU,STRUMIEŃ,STATUS,TAI - tagi_standaryzowane,TAI-tagi_standaryzowane,TAI_tagi_final,pipeline_baza_wektorowa_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_bezpieczeństwo_frazy_ekstrakcja,pipeline_baza_wektorowa_fraudy_fraud_klasyfikacja_frazy_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_indykatory_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_oswiadczenia(procedury)_frazy_binary,pipeline_baza_wektorowa_oświadczenia_baza_wektorowa_produkty_frazy_binary,pipeline_baza_wektorowa_procedury_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_baza_wektorowa_procedury_frazy_binary_retrieval,pipeline_baza_wektorowa_produktów_frazy_binary_frazy_klient_ekstrakcja,pipeline_baza_wektorowa_produktów_frazy_klient_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_promocji_frazy_binary_frazy_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_scripts_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_baza_wektorowa_skrypt_frazy_binary_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_skrypty_frazy_ekstrakcja_retrieval,pipeline_baza_wektorowa_tematy_frazy_ekstrakcja_kategoryzacja_rozmów_multi_label_klasyfikacja_ret...,pipeline_clustering_multi_channel_klasyfikacja_sentyment_topic_modeling,pipeline_frazy_binary,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_frazy_klient_sentyment,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_frazy_klient_sentyment_llm_podsumowanie,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_ocena_argumentów_scoring_oferty,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_opis_ocena,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_opis_segment,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_scoring_wejścia,pipeline_frazy_binary_frazy_clustering_frazy_klient_sentyment,pipeline_frazy_binary_frazy_ekstrakcja,pipeline_frazy_binary_frazy_ekstrakcja_llm_ocena_argumentacji,pipeline_frazy_binary_frazy_ekstrakcja_llm_ocena_argumentów,pipeline_frazy_binary_frazy_ekstrakcja_pair_classification_agent_client,pipeline_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_frazy_binary_pair_classification_agent_client,pipeline_frazy_binary_x2,pipeline_frazy_binary_x2_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_sentyment,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_topic_modeling,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_profilu,pipeline_frazy_ekstrakcja_llm_różnice,pipeline_frazy_emocje_sentyment_czasowy,pipeline_kategoryzacja_rozmów_scoring_doradcy,pipeline_llm_klasyfikacja→skala,pipeline_llm_podsumowanie_retrieval_structured+unstructured,pipeline_llm_podsumowanie_sentyment_tema_clustering_topic_modeling,pipeline_llm_porównanie,pipeline_retrieval,pipeline_scoring
,,,,,,,,,,,75.0,Retencja Select,"NPS, uproduktownienie",PROCES,,2.0,Rezygnacja klientów z produktów,prośba o doprecyzowanie,"frazy-binary, retencja, select, utrzymanie",Czy doradca korzysta z kompetencji retencyjnych w rozmowach z klientami Select w celu utrzymania produktu?,Czy doradca korzysta z komptencji retencyjnych (utrzymanie select),Utrzymanie produktów w Linii Select,Select,,,"frazy-binary, retencja, select, utrzymanie","frazy-binary, retencja, select, utrzymanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,11.0,"Rozmowy, w których padło pytanie o zobowiązania zewnętrzne/padła oferta konsolidacji.","SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,1.0,,"wieloetapowe:3 - czy na pewno o to chodzi? Czy chodzi o podsumowanie procentowe, czy chcecie frazy, jaka jest potrzeba?","konsolidacja, frazy-binary, frazy-ekstrakcja, frazy-clustering",Czy w rozmowie doradca dopytuje o zobowiązania zewnętrzne i proponuje konsolidację? Jakie sformułowania są używane?,,,ODZ,,,"konsolidacja, frazy-binary, frazy-ekstrakcja, frazy-clustering","konsolidacja, frazy-binary, frazy-ekstrakcja, frazy-clustering",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,S2S - dopasowanie sprzedaży do potrzeb klienta,Wzrost sprzedaży,Ofertowanie,"Wykrywanie fraz z poziomu tego, co powiedział klient. Słowa klienta, na podstawie których można dopasować produkt - np. klient wspomniał że posiada samochód zatem czy doradca zaproponował ubezpieczenie motor oraz czy odnotował w systemie datę końca polisy. ","Działanie w celu podniesienia sprzedaży, weryfikacja wykorzystywania szans sprzedażowych w rozmowach, ocena aktualnego działania i ewentualna prognoza nowych szkoleń",Czy doradca identyfikuje potrzeby klienta na podstawie jego wypowiedzi i dopasowuje do nich odpowiednie produkty?,"cross-sell, need-to-product-mapping, frazy-klient-ekstrakcja, baza-wektorowa-produktów, retrieval+reranking, rekomendacje, compliance-odnotowanie",wieloetapowe:4,1) Ekstrakcja potrzeb klienta; 2) Retrieval produktów (wektor+reranking); 3) Detekcja reakcji doradcy (czy zaproponował); 4) Audyt zapisu w systemie.,"Jeśli ucieknie szansa sprzedażowa - nie wychwyci jeden doradca, to potencjalne szanse sprzedażowe powinny się odkładac w bazie wektorowej na potrzeby kolejnych kampanii - aby doradcy mogli je wykorzystać",,,,,,,,,,,,,,,"cross-sell, need-to-product-mapping, frazy-klient-ekstrakcja, baza-wektorowa-produktów, retrieval+reranking, rekomendacje, compliance-odnotowanie",,"cross-sell, need-to-product-mapping, frazy-klient-ekstrakcja, baza-wektorowa-produktów, retrieval+reranking, rekomendacje, compliance-odnotowanie",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,76.0,Screenscharing,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,Doradcy nie wykorzystują potencjału,,"frazy-binary, screensharing, service","Czy doradca proponuje lub mógł wykorzystać funkcję screensharing podczas rozmowy, aby pomóc klientowi?",Czy doradca zaproponował/ mógł wykorzystać SSCH.,"Wzrost sprzedaży, doradca widząć ekran klienta może wyeliminować błędy",ODZ,,,"frazy-binary, screensharing, service","frazy-binary, screensharing, service",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,26.0,Segmentacja klientów,NPS,KONTROLA,,2.0,Nierównomierna skuteczność rozmów między różnymi segmentami klientów.,wieloetapowe:4 - jeśli tylko sprzedazowe analizujemy to 3 (ustalenie),"frazy-binary, frazy-ekstrakcja,frazy-clustering, llm-opis-segment, nps",Analiza skuteczności rozmów w zależności od segmentu klienta; jakie elementy rozmowy wpływają na sukces w poszczególnych segmentach?,Analiza skuteczności rozmów w zależności od segmentu klienta.,Poprawa skuteczności rozmów w mniej efektywnych segmentach klientów.,ODZ,,,"frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-opis-segment, nps","frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-opis-segment, nps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Selfservice,Wzrost selfservice,,"weryfikacja czy w rozmowie doradcy informują klientów o możliwościach zdalnych - np.otwarcia konta zdalnie - ""Nie musi Pan/i iść do Oddziału, może Pan/i to zrobić zdalnie""","Pozwoli na określenie w jak wielu rozmowach doradcy nie proponują selfservice, Edukacja doradców",Czy doradca promuje możliwości samoobsługi?,"self-service, frazy-binary, asysta-digital",,Detekcja fraz promujących samoobsługę; udział w rozmowach obsługowych.,,,,,,,,,,,,,,,,"self-service, frazy-binary, asysta-digital",,"self-service, frazy-binary, asysta-digital",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Sentyment rozmowy,NPS,NPS,"W jaki sposób zmieniała się rozmowa np. rozpoczynała się pozytywnie, a kończyła negatywnie","Analiza tonacji i słownictwa klienta/doradcy, np. flustracja, niezadowolenie. Wzrost NPS i retencji ",Jak zmienia się sentyment rozmowy w czasie jej trwania i jakie czynniki wpływają na te zmiany?,"nps, sentyment-czasowy, segmentacja-rozmowy, diarization-tekstowa, frazy-emocje, timeline-analiza",wieloetapowe:3,1) Segmentacja transkrypcji; 2) Klient vs doradca; 3) Sentyment/emocje per segment i trend.,,,,,,,,,,,,,,,,"nps, sentyment-czasowy, segmentacja-rozmowy, diarization-tekstowa, frazy-emocje, timeline-analiza",,"nps, sentyment-czasowy, segmentacja-rozmowy, diarization-tekstowa, frazy-emocje, timeline-analiza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,17.0,Service to sales na inboundzie w Select. czy ofertujemy klientów po rozwiązaniu jego sprawy.,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,1.0,,"wieloetapowe:2 - dwukrotne klasyfikacja binary (czy sprawa rozwiązana, czy przedstawienie oferty ) - prośba o doprecyzowanie - potwierdzenia refined-zadania","ofertowanie, frazy-binaryx2, service","Po rozwiązaniu sprawy klienta na linii Select, czy doradca przedstawia ofertę sprzedażową?",,,SELECT,,,"ofertowanie, frazy-binary-x2, service","ofertowanie, frazy-binary-x2, service",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDKwKZ,Tworzenie bazy wiedzy o kompetencjach Doradcy,Poprawa wskaźników jakościowych FCR/NPS/Sat NET i kompetencji Doradców,,Wykonanie analizy rozmów doradcy na podstawie określonych kryteriów. Wskazanie  mocnych i słabych stron. ,Poprawa jakości prowadzonych rozmów przez doradców w CC,Jakie są mocne i słabe strony kompetencyjne poszczególnych doradców na podstawie analizy ich rozmów?,"jakość, frazy-ekstrakcja, frazy-clustering, llm-podsumowanie-profilu, dashboard",wieloetapowe:4,1) Zestaw metryk/cech; 2) Agregacja per doradca; 3) Profil/score; 4) Raport/podsumowanie.,,,,,,,,,,,,,,,,"jakość, frazy-ekstrakcja, frazy-clustering, llm-podsumowanie-profilu, dashboard",,"jakość, frazy-ekstrakcja, frazy-clustering, llm-podsumowanie-profilu, dashboard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,84.0,Ubezpieczenia,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,2.0,"Mała ilość zagajeń u doradców sprzedażowych, misseling",wieloetapowe:2,"frazy-binary, baza-wektorowa-oswiadczenia(procedury), misselling","Czy doradcy przedstawiają ofertę ubezpieczenia, a jeśli tak, czy robią to zgodnie z procedurą (unikając missellingu)? Zidentyfikować sformułowania sprzedażowe.","czy doradcy przedstawiają ofertę, a jeśli tak to czy robią to zgodnie z procedurą","większa sprzedaż produktów ubezpieczeniowych, brak konsekwencji regulatora w przypadku ewentualnych kontroli ",ODZ,,,"frazy-binary, baza-wektorowa-oswiadczenia(procedury), misselling","frazy-binary, baza-wektorowa-oswiadczenia(procedury), misselling",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,69.0,Ubezpieczenia ,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,Czy Doradcy dążą do finalizacji w jednej rozmowie,,"frazy-binary,  ubezpieczenia, ofertowanie","Czy doradcy dążą do finalizacji sprzedaży ubezpieczenia w jednej rozmowie, zamiast odsyłać klienta do BBC lub prosić o zastanowienie",Doradcy często polecają bbc wysyłaja oferty na maila i sami proponują zastanowienie się,Zwiększenie wolumenu sprzedaży,ODZ,,,"frazy-binary, ubezpieczenia, ofertowanie","frazy-binary, ubezpieczenia, ofertowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Utrzymanie produktów bankowych,,,"Reguła weryfikujaca ile oraz jakie propozycje utrzymaniowe padły w rozmowie. Weryfikacja czy doradca podjal probe utrzymania po pierwszej odmowie klienta  oraz badanie jakie oferty sa dla klienta najbardziej atrakcyjne dla klienta. Po interakcji analizuje transkrypcje/rozmowe i przewiduje czy klient był zadowolony z zapropoowanej oferty, czy skorzystał z niej na przeczekania, a i tak zadzowni po jakimś czasie zrezygnować","Minimalizacja nieetycznych zachowań, badanie jakie propozycje utrzymaniowe padly w rozmowie oraz ile ich padlo","Jak policzyć liczbę i typy propozycji utrzymaniowych, reakcje klienta i intencję rezygnacji?","retencja, frazy-binary, frazy-ekstrakcja, frazy-klient-sentyment, frazy-clustering, llm-podsumowanie",wieloetapowe:4,1) Detekcja/ekstrakcja ofert; 2) Reakcja klienta (sentyment/zgoda); 3) Predykcja intencji; 4) Podsumowanie.,,,,,,,,,,,,,,,,"retencja, frazy-binary, frazy-ekstrakcja, frazy-klient-sentyment, frazy-clustering, llm-podsumowanie",,"retencja, frazy-binary, frazy-ekstrakcja, frazy-klient-sentyment, frazy-clustering, llm-podsumowanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Utrzymanie produktów bankowych,,,"weryfikacja czy doradca próbował utrzymać klienta ""na argumenty"" czy przeszedł od razu do propozycji retencyjnej","mniejsze koszty, wyodrębnimy doradców którzy potrzebują szkoleń z umiejętności miękkich, by sprawdzić możliwości bezkosztowego utrzymania klienta","Czy doradca najpierw próbuje utrzymać na argumenty (bez benefitów), czy od razu daje ofertę?","retencja, obiekcje, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentów",wieloetapowe:3 do ustalenia,Binary: próba na argumenty → ekstrakcja argumentów → ocena jakości/sekwencji.,,,,,,,,,,,,,,,,"retencja, obiekcje, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentów",,"retencja, obiekcje, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentów",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Utrzymanie produktów bankowych,,,"sugerowanie klientowi kontakt w innym terminie z inicjatywy doradcy - np. sytuacja gdy klient ma saldo ujemne na koncie, zamiast zamknąć z 28 - dniowym okresem wypowiedzenia, to doradca proponuje by klient sam zadzwonił po spłacie długu","Minimalizacja nieetycznych zachowań, by sprawdzić zachowania doradców, które nie są oczekiwanie",Jak wykrywać sugerowanie odroczenia kontaktu zamiast działania tu-i-teraz?,"retencja, frazy-binary",,Binary detekcja fraz sugerujących przełożenie kontaktu; raport wystąpień.,,,,,,,,,,,,,,,,"retencja, frazy-binary",,"retencja, frazy-binary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Weryfikacja jakie propozycje są najbardziej skuteczne per produkt,Wzrost sprzedaży,SC ,"Wykrywa nazwę produktu lub kategorię np. polecenie konkretnej karty oraz użytej propozycji sprzedażowej, porównujemy z raportem sprzedażowym czy była sprzedaż","weryfikacja skuteczności poleceń na dany produkt, poprawa skryptów rozmowy, materiałów wspierajacych",Które frazy/oferty dla danego produktu korelują ze sprzedażą?,"produkt-NER,baza-wektorowa, frazy-ekstrakcja, frazy-clustering, join-z-CRM, uplift-analiza",wieloetapowe:4,1) NER produktów; 2) Ekstrakcja/klastry fraz; 3) Połączenie ze sprzedażą; 4) Ranking skuteczności.,"raczej przez bazę wektorową, ale można spróbować ner; opcjonalny krok - generowanie lepszych komunikatów sprzedażowych przez llm - podpowiedzi",,,,,,,,,,,,,,,"produkt-NER, baza-wektorowa, frazy-ekstrakcja, frazy-clustering, join-z-CRM, uplift-analiza",,"produkt-NER, baza-wektorowa, frazy-ekstrakcja, frazy-clustering, join-z-CRM, uplift-analiza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Weryfikacja poprawności zapisów utrzymaniowych,,,"Porównanie jaka propozycja utrzymaniowa padła w rozmowie i na jaką klient się zgodził, porownanie z wprowadzoną przez doradcę promocja (prime) oraz zapisem utrzymania (af)","automatyczna weryfikacja poprawności zapisu, czy dobrze wprowadzona promocja",Jak porównać treść rozmowy z zapisami w systemach (prime/af) i wykryć niezgodności?,"retencja, system-rozmowa-alignment, ekstrakcja-oferty, sts, llm-porównanie, audyt",wieloetapowe:4 (zależne),1) Ekstrakcja parametrów oferty z transkrypcji; 2) Pobranie zapisów z systemu; 3) Porównanie; 4) Raport niezgodności.,,,,,,,,,,,,,,,,"retencja, system-rozmowa-alignment, ekstrakcja-oferty, sts, llm-porównanie, audyt",,"retencja, system-rozmowa-alignment, ekstrakcja-oferty, sts, llm-porównanie, audyt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZDKwKZ,Weryfikacja rozmów pod kątem standardów jakościowych,Poprawa wskaźników jakościowych FCR/NPS/Sat NET,," Analiza/weryfikacja interakcji  pod katem stosowania przez doradców określonych standardów(elementów modelu rozmowy) w rozmowach z klientami. Przykład„Pokaż mi 50 interkacji z zeszłego tygodnia, gdzie klient był zirytowany brakiem rozwiązania po pierwszym kontakcie” - i model wybierze odpowiednie nagrania/sklasyfikuje co mogło mieć na to wpływ np: doradca czy proces.",Poprawa jakości prowadzonych rozmów przez doradców w CC,Czy model rozmowy/standard został zrealizowany; jakie elementy brakują?,"jakość, frazy-binary, retrieval, llm-ocena-pokrycia, filtracja po kryteriach",wieloetapowe:3 (zależne),Checklista → detekcja → ocena pokrycia + wyszukiwarka z filtrami.,,,,,,,,,,,,,,,,"jakość, frazy-binary, retrieval, llm-ocena-pokrycia, filtracja po kryteriach",,"jakość, frazy-binary, retrieval, llm-ocena-pokrycia, filtracja po kryteriach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDKwKZ,Weryfikacja rozmów wymagających konsultacji pod kątem reklamacji klientów ,Poprawa czasu odpowiedzi na reklamacje klientów. ,,Wykonanie transkrypcji rozmów wymagających konsultacji. Wykonanie transkrypcji i analiza według wskazanych kryteriów. ,Poprawa satysfakcji klientów,Które rozmowy wymagające konsultacji mogą prowadzić do reklamacji klientów?,"reklamacje, frazy-binary, frazy-ekstrakcja,frazy-clustering, baza-wektorowa-skrypt",wieloetapowe:3,Binary detekcja konsultacji → ekstrakcja kontekstu → kategoryzacja/priorytety.,,,,,,,,,,,,,,,,"reklamacje, frazy-binary, frazy-ekstrakcja, frazy-clustering, baza-wektorowa-skrypt",,"reklamacje, frazy-binary, frazy-ekstrakcja, frazy-clustering, baza-wektorowa-skrypt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Weryfikacja wykorzystywania szans sprzedażowych w rozmowach,Wzrost sprzedaży,Ofertowanie,"Wykrywanie fraz z poziomu tego, co powiedział doraca. Aktywne słuchanie - parafrazy - ""Wspominał Pan o tym…"", "" Idealne rozwiązanie dla Pana to…"", "" Na podstawie tego co Pan powiedział najlepszym produktem będzie…""","działanie w celu podniesienia sprzedaży, weryfikacja wykorzystywania szans sprzedażowych w rozmowach ","Czy doradca wykorzystuje aktywne słuchanie i parafrazuje wypowiedzi klienta, aby dopasować ofertę do jego potrzeb?","aktywne-słuchanie, frazy-binary, frazy-ekstrakcja, pair-classification-agent-client, opportunity-detection, service-to-sales",wieloetapowe:3,1) Detekcja parafrazy/odniesień do wypowiedzi klienta; 2) Detekcja szans (słowa kluczowe klienta); 3) Powiązanie i scoring wykorzystania szans.,,,,,,,,,,,,,,,,"aktywne-słuchanie, frazy-binary, frazy-ekstrakcja, pair-classification-agent-client, opportunity-detection, service-to-sales",,"aktywne-słuchanie, frazy-binary, frazy-ekstrakcja, pair-classification-agent-client, opportunity-detection, service-to-sales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Wiedza merytoryczna - Przelewy walutowe,"Redukcja liczby reklamacji, wzrost NPS","NPS, FCR",informacje na temat przelewów walutowych oraz zagranicznych,"Dzięki temu będziemy na bieżąco weryfikować merytorykę doradców i poprawność udzielania odpowiedzi klientom szczególnie na potrzeby badań Newsweek, Instytucja Roku, Forbes, zwiększenie merytoryki, wyodrębnienie osób, które potrzebują dodatkowych szkoleń itp.",Czy doradca przekazał komplet informacji dot. przelewów walutowych?,"checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia",wieloetapowe:3,Analogicznie do przewalutowania: checklista → detekcja → ocena pokrycia.,dubel 15,,,,,,,,,,,,,,,"checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia",,"checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Wiedza merytoryczna - Przewalutowanie,"Redukcja liczby reklamacji, wzrost NPS","NPS, FCR","informacje na temat przewalutowania, weryfikacja czy w rozmowie padły wszystkie niezbedne informacje","Dzięki temu będziemy na bieżąco weryfikować merytorykę doradców i poprawność udzielania odpowiedzi klientom szczególnie na potrzeby badań Newsweek, Instytucja Roku, Forbes, zwiększenie merytoryki, wyodrębnienie osób, które potrzebują dodatkowych szkoleń itp.",Czy doradca przekazał komplet wymaganych informacji dot. przewalutowania?,"checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia",wieloetapowe:3,1) Zdefiniować checklistę; 2) Detekcja/odniesienie do wzorca; 3) Ocena pokrycia i raport.,dubel 16,,,,,,,,,,,,,,,"checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia",,"checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,15.0,"Wykrycie rozmów, w których oferujemy kartę za kartę",NPS,KONTROLA,,2.0,,"Proszę o doprecyzowanie, co oznacza ""karta za kartę""","karta-kredytowa, frazy-binary, ofertowanie, wymiana","Wykrycie rozmów, w których doradca proponuje wymianę istniejącej karty kredytowej na nową (karta za kartę). ",,,ODZ,,,"karta-kredytowa, frazy-binary, ofertowanie, wymiana","karta-kredytowa, frazy-binary, ofertowanie, wymiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDKwKZ,Wyszukiwarka intuicyjna po treści rozmów,Poprawa wskaźników jakościowych FCR/NPS/Sat NET,,"Wyszukiwanie i analiza rozmów według wskazanych kryteriów. Przykład: „Pokaż rozmowy, w których klient był zły z powodu długiego oczekiwania i zagroził rezygnacją z usług banku” – i model wyciąga najbardziej pasujące przypadki z tysięcy godzin nagrań/transkrypcji.",Poprawa jakości prowadzonych rozmów przez doradców w CC,Jak umożliwić skuteczne wyszukiwanie semantyczne z filtrami po metadanych?," retrieval, reranking, indeks-metadanych, facety, highlighty, wyszukiwarka-semantyczna, intuitive-search, context-matching,",wieloetapowe:3,1) Indeks wektorowy + BM25; 2) Reranking; 3) Filtry i podświetlenia trafień.,,,,,,,,,,,,,,,,"retrieval, reranking, indeks-metadanych, facety, highlighty, wyszukiwarka-semantyczna, intuitive-search, context-matching, ",,"retrieval, reranking, indeks-metadanych, facety, highlighty, wyszukiwarka-semantyczna, intuitive-search, context-matching, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,,27.0,Zarządzanie obiekcjami,NPS,KONTROLA,,2.0,Niska skuteczność doradców w odpowiadaniu na obiekcje klientów.,wieloetapowe:4 (ustalenie),"obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, nps, llm-opis-ocena",Identyfikacja obiekcji klientów i odpowiedzi doradców; ocena skuteczności zarządzania obiekcjami,Identyfikacja obiekcji klientów i odpowiedzi doradców na te obiekcje.,Zwiększenie liczby obiekcji skutecznie rozwiązanych przez doradców.,ODZ,,,"obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, nps, llm-opis-ocena","obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, nps, llm-opis-ocena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
